,Rating,Comment
9945,4,"Realme hang issue always
When get little old"
9946,5,Very good
9947,5,Very good Mobile
9948,5,"Very Bad Experience With RealMe C25 Y...
Nothing is Good In This Phone....
Camara, Display, And Processing is Very Bad"
9949,3,Very good look fast charging mobile.
9950,5,"Selfie camera very low quality
Gallery aap not available
File manager not available
Double tab not available
Network speed not available"
9951,4,Very bad
9952,3,Very nice
9953,4,Very bad. No features available.
9954,5,Perfect in its price range
9955,5,Best smartphone in this price
9956,5,Very good handset
9957,4,Best phone
9958,5,really great 🥰
9959,4,Very bad mobile camera and not recording.
9960,3,Very good product
9961,4,Very poor product
9962,5,Best mobile phones
9963,4,Very nice ph... Thanks for flipkart
9964,5,Cemra quality normal
9965,5,Very nice phone
9966,5,Very good
9967,5,Very nice phone
9968,4,Best quality
9969,3,Very good product
9970,5,Very Good Mobile
9971,5,Very bad
9972,5,Very bad
9973,5,Very worst mobile
9974,5,Very nice
9975,4,Very nice
9976,4,Vere photo Happy super
9977,4,Really good
9978,4,Very smuth
9979,5,Very nice
9980,4,Best good product
9981,5,Very nice features
9982,4,Really good
9983,5,Best
9984,5,Best product
9985,5,Very nice
9986,5,Very good
9987,4,Very very worst dnt buy. . .
9988,5,Very best phone on this range
9989,5,Very nice
9990,5,Very good pradak
9991,5,very bad
9992,4,Very abd quality
9993,3,Very good items
9994,5,Very bad phn
9995,5,Very slow processor. Useless phone. Don’t buy
9996,4,Best product
9997,5,Very fine
9998,5,Very good product......
9999,4,Best
10000,5,"Very Bad camera .. poor Quality, Please Don't buy this Phone.."
10001,5,Best phone and fast delivered camera is good
10002,4,Very bade hand sate
10003,4,Verry nice 🙂
10004,5,Very good
10005,5,Very good
10006,4,best
10007,5,Very good phone
10008,5,Best in world
10009,3,Very good product
10010,5,Realme is best
10011,5,West phone some times struck and automatically switch off on West West West phone calling times switch off battery is 50% available on time automatically switch off phone
10012,5,Best in budget segment
10013,5,Very bad product.Charging are very slow.And screen are hanging
10014,5,very good
10015,3,Best in budget
10016,4,Best Price
10017,4,Very good
10018,5,Best phone my life
10019,4,Very satisfied
10020,5,Very very nice product 👍👍
10021,5,Very nice
10022,5,Best product and Thanks Flipkart
10023,5,Best Phone In This Budget
10024,4,Very good👍
10025,4,Verybad product hanging on first day
10026,5,"Very poor product, don't buy it. It is a useless product."
10027,4,Very nice
10028,5,Best
10029,3,Very Good
10030,5,Very bed mobile phone model not purchase
10031,5,very good phone
10032,5,Very bad mobile
10033,5,Network problem
10034,5,Very good Mobile in Best Range
10035,4,Very good
10036,5,Best
10037,5,Very good product
10038,4,Very bad
10039,5,Very nice
10040,5,Very good product 👌
10041,4,Very very good phone
10042,3,"Very delicious and wonderful phone, high quality"
10043,4,Very nice product
10044,5,Very good
10045,4,Very bad experience in this realmi phone
10046,5,Very good
10047,5,"Very bad quality,display colour very very bad . money los"
10048,5,Very good
10049,5,Very bad don't buy hang problem camera is very bad very slow phone
10050,5,Very poor
10051,4,Very lowest quality mobile
10052,5,Very nice and value for money.
10053,5,Very. Chip
10054,5,Very good
10055,5,Best price
10056,5,Very good camera
10057,5,"Very poor product
Don't buy any product from Flipkart"
10058,5,Best quality
10059,5,Very good
10060,4,Very gud mobil and very smart
10061,5,Very good phond
10062,5,Very good 🤠
10063,4,Very good mobile
10064,5,Very good
10065,5,Best Phone in this price
10066,5,Verry good mobile
10067,4,Best'mobile phone
10068,5,Realme no. 1 Brand is the best 😍😘
10069,5,Very good product I m happy
10070,5,Very good product in this price range.
10071,5,Best value for money
10072,4,Very good
10073,3,Verry Nice phone....and good packaging
10074,5,Best wishes
10075,3,Verry good
10076,5,Best 👌
10077,5,Very good
10078,4,Very good
10079,5,Very bad performance this product I week to buy this product and automatically call disconnect problem
10080,4,Best phone in this price range.
10081,4,Very nice mobile
10082,5,Very good
10083,4,Very good service in Flipkart.
10084,5,Very odd this is never buy
10085,5,Very very poor phone please don't buy this phone
10086,5,"Decent quality camera. Nice performance, goos build quality & nice ui. Cache is not clearing effectively is the only drawback"
10087,5,Very nice mobile
10088,5,Very nice phone..camera is also good
10089,5,very good in this price range
10090,4,"Very Bad Phone Always Network Issue, And It Is Totally Look Like (Lyf Phone)."
10091,4,Very good
10092,4,Very nice
10093,5,Very bad
10094,4,Best camera and new processor phone amazing experience
10095,5,Very bad price don't purchase this product used after 1 month totally offed this product
10096,5,Very good Product
10097,5,Very nice
10098,5,Very bad products this is not real -realme this is only clone product not proper working and also not proper setting procees including like security and privacy settings not available in this phone don't purchase this phone....
10099,5,Best phone I love realme
10100,5,Velue for money
10101,5,Very nice👍
10102,4,Very good camra
10103,5,Received used phone Flipkart always doing like this and this is 3 Rd time I received used product and they are not accountable very worst site Flipkart
10104,5,Very good
10105,4,Very good
10106,3,Verry verry good
10107,5,Very good
10108,4,Heating problem
10109,5,Very nice
10110,5,Best phone low price
10111,5,Very good
10112,4,Very good products
10113,3,Below Average product
10114,5,Best phone h
10115,5,Very Nice phone
10116,5,Very nice products
10117,5,Bed experience...I will never do this this type of mistake ever.... Buying realme is a disgusting experience
10118,5,Very good product
10119,5,very good
10120,4,Best product
10121,5,Very nice 👍👍👍
10122,3,Really wrost mobile
10123,5,Very good price
10124,3,Very good product delivered
10125,3,Featur and camera quality was amazing😍😍😍😍
10126,4,"Very awesome 4gb ram,128gb storage
Game working smoothly"
10127,5,Very very nice mobile
10128,3,Betar
10129,5,Best
10130,5,Best my Phone Quality
10131,5,"Best phone 📱
This price..."
10132,4,best mobile for less money
10133,4,best phone at this price
10134,5,Very Nice 👍❤️🙂
10135,5,Very poor Camera don't buy this phone
10136,5,Selfie camera is ok
10137,5,very good Mobile
10138,5,Best
10139,5,Very Good 👍👍👍👍👍👍👍👍👍👍
10140,5,Very good product
10141,5,Terrible phone. Speaker volume is too low to talk anyone over video call.
10142,4,Very bad quality camera of this phone
10143,4,Very good
10144,5,Very nice
10145,5,"Best mobile in best price
Thanx to flipcart"
10146,5,Very good
10147,5,Performance is very bad... Phone is getting strucked frequently
10148,5,Beautiful
10149,4,Very good service & original product
10150,5,"Very bad product, mobile touch is not properly working."
10151,5,Very Good service .And product was sooooo excellent The camera is awesome..
10152,5,Very nice
10153,5,Very nice
10154,4,best product at this price range.
10155,5,Very good mobile phone
10156,5,Very bad phone
10157,3,Very good
10158,5,"Yes the packaging is best .we get the phone safe.But the quality of camera is too worst, battery is heated during the charging time more than normal."
10159,5,Best phone
10160,4,Very good
10161,5,Very nice 👌
10162,4,Very good mobile in this price 😃
10163,3,Decent phone nakli not realme
10164,5,"Device Is Not Working Properly
Phone Is Suddenly Dead while Operating
Not Recommended"
10165,5,Very very bad phone.proccecor is not good
10166,3,Very nice
10167,4,Very good product
10168,4,Best mobile value. For money best performance
10169,5,Very very very good
10170,5,Very good
10171,4,Very good excellent. 👏👏
10172,4,Bellow avarange mobile
10173,5,Very bad my money wast
10174,5,Best Quality
10175,5,Best in one
10176,4,Very nice Phone 👍📱
10177,5,Very very good!!!!!!
10178,5,Very good mobile with this price range
10179,4,Very nic
10180,3,Very good 👍
10181,5,Very nice
10182,5,Very good phone
10183,5,Very nice.
10184,5,Best phone
10185,3,Best quality
10186,5,Best phone in low range
10187,5,Best
10188,3,"Very poor mobile network issue not support 4 G
Don't buy very poor mobile
Network singnal is very week"
10189,5,Very good phone in this price thank you Flipkart
10190,3,Settings issue
10191,5,Very best phone
10192,5,"Very good,value money"
10193,5,Very good
10194,5,Very nice realme mobile
10195,5,Best
10196,3,Heating while charging no like iron box
10197,5,Very nice
10198,5,Very good product
10199,5,Very good
10200,5,Very nice 🆗👍
10201,4,Very happy 😊😊😊😊
10202,5,Very good 👌 product
10203,5,Best mobile
10204,5,Dear sir latest phone
10205,5,Very good product
10206,5,Very poor quality camra
10207,5,Very bad quality
10208,5,Very nice
10209,5,Very nice phone for affordable price..
10210,5,Best
10211,4,Very Nice mobile Am So Happy 😊
10212,5,Very nice 👍👍👍👍
10213,5,Very nice
10214,5,Very good
10215,5,Very good
10216,5,"Very worst product from Realme c25y

Camera is very poor
Display also poor
Gallery not available in the mobile
Battery is average
No additional features
Finger print not working properly

Over all west of money for this phone
Don't buy this phone"
10217,3,Very nice
10218,5,Verry nice phone
10219,5,Very good product
10220,5,Very good 👍
10221,5,Very happy
10222,5,Very good
10223,3,Very nice and good product...
10224,5,Best service...thank you very much...
10225,5,Very bad item
10226,3,Very good 👍👌
10227,4,"very good performance
absolutely affordable"
10228,4,Very good quality
10229,3,Very good
10230,5,Selfie camera Very bad
10231,3,Bed quality speaker
10232,5,Very nice product loved it so much 😍 thank you flipkart
10233,5,Best mobile
10234,5,Very good
10235,5,"Very good, excellent, thanks flipkart service also"
10236,5,Very nice product.
10237,5,Very good
10238,5,Selfie camera is not good and real camera is good
10239,5,"Best Budget Smart Phone.
In this price range it fullfil all the demands of customers."
10240,4,Very bad quality screen not working
10241,5,Very good product but performance is average....
10242,5,Really good phone... Just liked it 🙂
10243,5,Best 💯 product
10244,5,"Best value for money, but sound quality low"
10245,5,"Very nice products
Thanks"
10246,5,Best quality best courier services man 💯% thanks Flipkart
10247,5,Reasonable price and value
10248,5,Very good
10249,4,Best mobile
10250,5,Very first delivered.. Thanks flipkart..
10251,5,Very nice
10252,5,Selfie
10253,4,Very good fast delivery
10254,5,Best
10255,4,Very bad mobile and camera quality
10256,5,Decent phone overed price
10257,4,Best phone at good price thank you Flipkart 🤩
10258,5,Network problem
10259,5,Very nice
10260,5,Best mobile in this price
10261,4,very bad phone... waste of money
10262,5,Very good
10263,3,Better in 10k mobile
10264,5,Very bad phone not well camera third class quality
10265,5,Very good products
10266,5,Very thanks
10267,5,Very nice product
10268,5,Best phone and good camera for this rang prices
10269,5,Very good
10270,4,Very Good
10271,5,Very nice phone
10272,5,Very nice
10273,5,"Very bad product don't buy this product
I'm unlucky person to buy this phone"
10274,5,Best phone
10275,3,Very nice camra
10276,5,Best mobile in this price
10277,4,Best
10278,4,Very nice
10279,4,Very nice
10280,4,Very nice Phone
10281,5,Heating problem. Not worth …
10282,5,Very good 😊
10283,5,Help full
10284,5,Best product for this amount
10285,5,Net is very slow.
10286,5,Very nice & smooth phone
10287,5,Very bad camera and bad quality future I suggest everyone plz not purchase this phone
10288,3,Zero
10289,5,Better to other phone below range
10290,4,Very beautiful Mobile
10291,5,Beautiful 😍
10292,5,Best Mobile
10293,5,Very good product
10294,5,Very nice and also very handy
10295,5,Best performance
10296,5,Really wow .. thank u ...flipkart
10297,5,Very bad quality
10298,4,Network signal disturbance
10299,5,Very good Purchase from flipkart
10300,5,Very bed
10301,5,"Very good mobile at this price range totally worth..
If you are looking for a mobile phone at under 10-11k this is the right one."
10302,4,very good product
10303,5,Very poor quality skip this product to buy.
10304,5,"Very nice, lajawab, bemisal. Jarur kharide"
10305,5,Very nice
10306,5,Very bad
10307,5,Very nice phone
10308,5,Bed Bakwas realme c25y camera very bad quality
10309,5,Very nice
10310,5,Best
10311,5,Realme c25y is very good mobail phone camera📷 50m fixsal so thank you flipkart
10312,5,"Really awesome mobile. I like it very much. Mobile battery backup and camera quality is very good.
Really nice product."
10313,4,Very nice phone
10314,3,Best price phone.
10315,4,Very nice mobile
10316,5,Verrygood mobile
10317,3,Verry nice itam
10318,4,Best product
10319,5,Very good
10320,5,Best phone in this budget
10321,5,Very good
10322,5,best
10323,5,Very nice mobile
10324,5,Best Budget mobile
10325,5,Beautiful phone in this range... Camera quality is also awesome and it's worth money
10326,5,Very bad
10327,5,Very bad
10328,4,Very good mobile
10329,5,Very good products
10330,5,Nece
10331,5,Best mobile
10332,5,Best mobile
10333,4,Very good👍👍
10334,4,Very good performance
10335,4,"Realme c25y is very good phone.battery, camra, are good"
10336,5,Very nice product
10337,5,Best price and best phone
10338,5,Very nice
10339,5,Very very good product
10340,5,Very good
10341,4,Very happy my jethani thanks
10342,5,Realme first bad device. Not buy anyone
10343,3,Best price mobile
10344,5,Very good
10345,5,Best phone value of money
10346,5,Very good product and performance is also good
10347,4,Settings are very bad
10348,4,Very good
10349,5,Very nice. .
10350,4,Network connection is poor
10351,5,Very good
10352,5,Very good phone
10353,3,Best
10354,5,Beutiful product
10355,5,Very good
10356,5,Best product....
10357,4,Very good
10358,5,Better
10359,5,Very nice 👍👍👍
10360,5,Very vast mobile
10361,5,Very good product
10362,5,best
10363,4,"Very bad camera Quality...
Hnaging problem....
Display is very bad....
Flipkart not good service"
10364,5,Very good
10365,5,Very bed product
10366,5,Very good
10367,5,Best
10368,4,Best camera phone Best design 👌 👏
10369,3,very nice serive
10370,4,Very good product
10371,4,Very kuik
10372,5,Very bad
10373,5,Very vocus phone
10374,3,Very good mobile with this price
10375,5,Best in the price range..
10376,5,"Very bad CAMERA📸 display quality not good performance is bad
...
...
...
Totally waste of money"
10377,5,"Mentioned 50MP camera not available in camera setting, I m replaced the phone but problem is same."
10378,5,Very bed product camera quality is very bed
10379,5,Very good product
10380,5,Best phone
10381,4,Cerema is good bettry is super
10382,4,Verify good
10383,4,Very good product
10384,5,Realme mobile is very good but speaker is not good place
10385,3,decent product
10386,4,Very nice
10387,4,Very nice and good phone
10388,5,Best in class
10389,5,Very good mobile in this price
10390,3,"West phone photo clarity is bad.
Phone and charger heat"
10391,3,Very Good
10392,5,Very good
10393,4,Best mobile
10394,5,Very good
10395,5,Very nice
10396,5,Very good
10397,5,Very good
10398,3,"Realme mobile is very good, this model actually value for money Under Rs - 10.000"
10399,5,very nice
10400,5,Very nice and beautiful phone
10401,5,Very bad phone camera
10402,4,Very low price and good features worth for money
10403,4,Very poor
10404,3,Very nice phone
10405,5,"Very bad Mobile photo gallery not Available
Doual app not
Wrist Mobile
I am purchased this phone but very bad Luck

Dear all not purchased this phone in life"
10406,5,Very good...👌👌👌
10407,5,"Very poor network, there is internet speed issues. If you are in lower network zone call will connect but mobile hang you can not disconnect. You have to reboot. Better to go Mi brand"
10408,3,Best phone
10409,5,Really cheap price and packing perfect thanks to flipkart and seller
10410,5,Verry good
10411,5,Realme C25Y announce certificate is very poor
10412,3,Really very good
10413,4,Best mobile with low cost
10414,5,Better phone
10415,4,Very nice
10416,3,Very good
10417,5,Bed product
10418,5,very nice
10419,4,Very bad experience with this product and flipkart policy
10420,5,"Very bad phone, calls r not productive, both out going & incomming"
10421,5,Best smartphone
10422,4,Very cie phone thanks F.Kart
10423,4,Very bad mobile
10424,5,Very Bad.
10425,3,Very good product
10426,5,Very worst camera quality
10427,4,Very nice
10428,4,Very nice phone
10429,5,Very good
10430,4,Very super phone 📱
10431,4,Very Bad Product please don't buy it. Company makes fool to all customers ...
10432,4,Very good
10433,5,Best at the price point for the normal usage
10434,5,Best phone in this range
10435,5,Very Nice
10436,5,Very nice and valuable product
10437,5,Best price mobile phone
10438,5,Very nice
10439,4,Really very good
10440,5,Best phone
10441,5,Very nice
10442,4,We happy
10443,5,Very good product
10444,4,Very bat product
10445,3,"Yes, good product this money"
10446,5,Best qualities
10447,4,Very nice product
10448,5,Best mobile
10449,5,Best
10450,5,Very nice
10451,5,Very good product
10452,5,Very very Nice
10453,5,Very Nice
10454,5,Best phone now a day
10455,5,Very good and best
10456,5,Very nice
10457,5,Best phone
10458,5,Very good phone....vale for money
10459,4,"performance is good but too much issue with network, not suitable for gaming through mobile data, too much bugs in software, need serious update"
10460,5,Best phone
10461,4,Very nice
10462,4,Best value for money smartphone
10463,5,Best mobile
10464,5,Very good
10465,4,Realme should work on it's camera department
10466,4,Very good
10467,4,Best Budget Phone.. under 9000K
10468,5,Best phone
10469,5,Service is wanderful good Jester of delivery boy thank you flipkart
10470,5,Best
10471,5,Very Good Mobile For A General Use
10472,5,Very nice mobile
10473,5,Best mobile
10474,5,Very good product
10475,4,Very good product
10476,5,Very nice good quality to product
10477,5,Very good
10478,4,Very good
10479,5,Best Mobile and Big briliant Officer
10480,5,Best camera best sound quality 10/10 no.
10481,5,"Very bad experience in this product, camera was bad and phone hanging issue."
10482,5,Very nice product. Battery is amazing. Display top notch and rear camera is worth the penny spent. Can go for it. Superbbb
10483,4,Very bad products and West of money
10484,4,Best
10485,5,Very very good product 😊
10486,5,Very nice👍👍👍👍
10487,4,Well good mobile
10488,5,Very nice product
10489,5,Best products
10490,5,Very nice
10491,5,Best phone in budget. Working very smoothly. Touch quality is awesome. Display is also very nice. Battery of the phone is very good only camera part is not so good as expected some updates are needed in camera rest all the things are the best.
10492,5,Very wide screen and have a best smooth touch with light weight MOTO G60.... there are aprox 16 moto phones in my family with great experiance..... Moto gives amazing build quality with long lasting Bettery always... MUST GO FOR MOTO
10493,5,"Recently I have purchased this mobile because of its stock android and its big battery. Now let us see some pros and cons
Pros:
1) 120Hz refresh rate
2) 6000mah big battery. You can get 1day battery backup with heavy usage and almost 2days battery backup with moderate usage.
3) moto gestures
4) smooth performance with Snapdragon 732g
5) last but not least the clear android experience. No extra apps no ads no lag
Cons:
1) camera app needs an upgrade though it has 108mp back camera but the lo...
READ MORE"
10494,5,"Very nice phone
Camera is also good
Display size is very big
Performance is out of the world
Battery backup is also good
A very nice phone
Wroth for money
I am Very happy to buy this phone
."
10495,5,"Really loved this phone. Stock Android experience is superb without any ads or blots. The camera performance is too good. The battery backup lasts for 2 days in normal usage. The display is IPS but it feels like Amoled screen also the refresh rate is 120hz. More than everything, this phone has unique 60 moto features which no other phones have in the market such gesture actions . Totally satisfied with all the aspect. The phone feels bit heavy that's the only con I have felt. Moto is finally ...
READ MORE"
10496,5,"Performance wise - ultimate performance
Battery Backup - more then 24hrs
Basic phone features - it has excellent standard
Gaming - Hardware supports perfectly and no heating issue.
Thermal issue - it's Been a 15days I have not seen phone heated up even while using or while charging.
Apps: As I am Techi I use lot of apps totally I have installed more then 108 apps other then preloaded apps it's running smooth

Camera : very Bad, lot of noise in photo and not upto the mark - as per spec and ads...
READ MORE"
10497,5,"Detailed review after a month usage.

Pros
1. Huge Screen- A giant screen.
2. Superb battery backup.
3. 2X2 Mimo, which gives very good speed of data.
4. No heating issue while charging or while playing game- COD etc
5. Processor is 732G snapdragon - so you will not see any lag issue.
6. Looks very goods.
7. Pure Stock android.
8. Moto Gestures.

Cons
1. Tooks almost 2.5 hour from 5% to 100% charging.
2. Camera is WORST, my previous phone was of Asus and it had 13 MP camera only, and when I c...
READ MORE"
10498,3,Best performance ... Best phone moto is very good company and good performance any features..
10499,5,Performance good and best camera I am satisfied Thank you Flipkart
10500,5,"Review after 1 month use.

First, I play games like bgmi and cod. There is no lag or heating issue. Games run very smoothly with no frame drop. Basically I do 2-3 hour daily gaming, sometimes 4-5 hour daily. Gaming performance is best.

Battery is amazing, it last whole day with heavy gaming. Without Gaming and light use, you can use it even for 2 days.

Display is bright and beautiful. Don't worry about not having amoled display. You won't find much difference.

Camera: I'm not into photo...
READ MORE"
10501,5,"Design
Phone is really bulky & might not fit into smaller hands and it is really heavy. You could feel the heaviness

Performance
Performance is good for daily activities and i believe it will work fine for another 2 years.
I don't play games on mobile. So haven't tried games on it

Software
Clean UI. No bloatware. No other company provides stock android now a days. But there is a catch here.
Moto haven't commented on the software updates. We have to keep a watch on that one

Camera
D...
READ MORE"
10502,5,Best choice in the 15K - 20K bracket. Very nice camera. Good photos & battery is just superb. The great processor as well for gaming purposes.
10503,5,"Review after one month of usage
Pros
1. Pure Android without any bloatware
2. Good performing processor
3. Good battery backup

Cons
1. Screen lacks amoled.
2. Camera is not great for 108 mp. Even front camera is average
3. Charger is 20w which is really annoying and takes more time to charge

A good comeback for Motorola still long way to go."
10504,5,Best phone in this series. Large battery . If you are ok with large screen size. This is best for use. I am enjoying gaming without any lag.
10505,5,"Best Android phone in the given price segment, I love the way all my Apps are working.

Gaming is superb and without any lag..

If you are really looking for a phone with good battery, large display and good gaming experience then go for Moto G60."
10506,4,"Very butter smooth performance and a big screen....
If your priority is bigger screen smooth and fast performance and clear Android then this is for you...If you need a photo which makes monkey to a princess then this phone is not for you...It gives you natural photo ."
10507,5,"Best phone in this range with big display and clarity. You can purchase it blindly without any second thought. Anyhow needs some improvement in rear camera which is 108 mp, still good it is. Front camera ,Ram speed are awesome. A treat for selfie lovers I say.
One issue I found. While we are on a call when not using any headset. We have to manually turn off the lights it won't turn off automatically. Other wise ,with the touch of our ears the options like, Bluetooth, mobile data , wifi , flig...
READ MORE"
10508,4,"Hello everyone here is my review based on one month's usage..
Display and sound
The display is bright, the colours are vibrant, and the sunlight legibility is good as well.The phone has 120Hz refresh rate. You can set it to 120Hz or 60Hz . Under the display options there are different options to adjust colours from Natural, Boosted and Saturated. There is also night light that lets you reduce the display and blue light emission, so it does not cause eye strain when you are reading at night....
READ MORE"
10509,5,"Very good product at this price.
Pros:
1. Excellent Camera quality
2. Super performance
3. Big battery life gives almost 2 days battery backup on normal use.
4. Decent display
5. No heating issue while playing games

Cons:
1. Only concern is the width of the phone. As per the height of the phone width should be little bit more. At the time of viewing movies or videos in full-screen the top and bottom visuals will missed out.

Apart from this issue I don't have any problem with this phone. B...
READ MORE"
10510,4,"Review after 5 days:
I am using stock android first time so took some time to get hands on as customized gallary app and some other apps which we see by default in other phones are not present here..Everything app is by Google.
Pros-
Good touch response,no connection issue.,sound reception is also good,speaker is also quite good...design wise it looks professional (frosted champagne color) and in-hand feel in also quite good and weight management is great.you feel like it is 180-200 gm someth...
READ MORE"
10511,5,"Hello everyone,
First things first. This review is for anyone who has a 50-50 mindset for this phone, just like I had. I'm a Samsung fan and have bought G60 for my Father
- Camera _ Daytime it is outstanding for a midranger device. It crops the images at final outcome, but the end result is very nice at this price point. Night shoot is equally good but compromises a little on image detail and sharpness
- Chipset _ Snapdragon is hands-down the top performer. Moto has given the fastest 7 series...
READ MORE"
10512,5,Well I have been using the device for quite a few days nd I must say I love the stock android experience it provides us with. The display is bright enough though its not super amoled. Camera is good as well. Overall I do recommend this device tho the only downside is its charger is only 20w. A 33 watt would have been better.
10513,3,"Best Motorola handset in this much low price, phone is smooth little bulky just because of battery and it is worth being bulky long lasting battery backup, screen so wide and large really enjoys watching videos and playing games, smooth processor never hangs , camera quality is upto the mark as mentioned really loved the product you should definitely go for this !"
10514,4,"Never buy this product. Did not get as expected. Phone getting hanged, battery back up very poor , over all performance very poor. Better to buy oppo, vivo or best mi. It's a honest review ..I was using mi before it was better than this"
10515,5,"Cell Phone is a compact product by Motorola.
I am completely satisfied with the product.
Outstanding battery life. Camera is awesome.
Would request moto to add some more features like a dedicated Galary."
10516,4,"Very good/Best phone in this price range. Compared to Redmi note 10 pro, since it has Amoled display, there is some heating issues and also it is not balanced properly like auto brightness. But in this everything is well balanced, In all aspects, like call quality, Haptic Touch. Addition to that battery life is in to next level."
10517,4,Very Good Performances with good battery life and speed was low bit compared to other phones and camera clarity was good
10518,5,Very good phone. In future would like to have security updates for more duration and like to have higher on board storage models of 256 Gb and 512 Gb.
10519,5,"Performance is not good
No value for money"
10520,5,Very nice mobile must by
10521,4,"Rear Camera- best in this price point
Battery- easy two days
Display- can't compare it with amoled but no way its a bad display.
UI- no complaints here though it's almost stock android.
Front camera- average
Performance- better than its any other Chinese counterpart
Misc.- weight and size may be an issue for some people"
10522,3,"Personally im loving it,
Awesome experience on the stock android,
Its worth"
10523,4,Selfie Camara is really nice. battery performance really great
10524,5,"Very good product, camera is also good, battery is awesome, display is great but charger only 20 wt. Overall moto g 60 is a good product. You should buy it."
10525,5,Very nice👍😊
10526,4,"Very nice mobile phone📲📲📲
👌👌👌"
10527,5,"Best mobile 📲 moto g 60
Night photo shoot"
10528,5,Best mobile best display best battery backup best camera
10529,5,Best phone under 17k...Camera & prfomnce is good..battery backup is superb...thnx flipkart and Motorola.
10530,5,Very very bad photo
10531,3,"Very Nice, Superb Quality, value for money"
10532,3,Deserved more clarity
10533,4,Very good... 🤓😛😜
10534,5,"Review after 1 month
4/5
Camera is not so good, in daytime image quality is good
If you don't have lots of work with camera then go for this phone blindly"
10535,5,Very nice
10536,5,very bad products
10537,3,Very bad product.camera is not working after 24hours of use.baci camera is not so well as rated 108 mp.screen is dull.
10538,5,Review after a week use.. camera and battery and display is very nice
10539,5,"Dear Motorola / Flipkart Team, ( Readers )

I am very tech savvy person, I Like Lenovo, Motorola types of mobile which very hady, fast with less adds, less waste type of things.

So, A week back l, I purchased MOTOROLA G60

Technical issues faced by me, Please check whether you are getting answer for below issues, Also guide me if you have answers.

Please guide if any settings are missed from my end.

1) Logical Issue :: Call Recording :: This phone do not have facility to record all cont...
READ MORE"
10540,5,Best in this price range! Love it
10541,4,"Really great mobile, battery is very good, camera is average in front of me,and after that all is very good. U can buy this mobile on that price."
10542,5,Very bad experience.......... mentioned 7 days return but it's not return it's replace policy....... Worrest customer care service...... Never ever buy any electronic frm Flipkart...... this will be my last order
10543,4,"Best in the market, in such price range . only issue is ,it quite heavy . Leaving that ..u won't find any thing to complain about."
10544,3,"Very disappointed. Our family has used Moto phones for many years, and it was with that confidence that I purchased this one. Unfortunately, this phone misbehaves every other day. It often doesn’t recognise the caller’s number (happened many times). Also disconnects from the mobile network unpredictability (happened a few times). Needs to be restarted for it to connect again. I would now hesitate to buy another Moto phone."
10545,3,Very good and i really love it..
10546,4,"Serious connectivity issues
Mobile internet fluctuations
Wifi automatically goes off

Camera good 4/5
Battery good. 4/5

Edit: now phone got bent automatically, I didn't even kept in pocket. Seriously this phone is a waste."
10547,3,"Here in this mobile a huge problem is detected. I don't know it was a permanent problem or display was not working properly.
When you you two near point touch or if you want to write anything on any application or any notepad using your fingers, it write properly for large size letters but if you want to write smaller size letters it wouldn't be working.
For example:. If you want to write 2 thn it shows one small line only.
If want to replace your product thn also you will face difficulty a...
READ MORE"
10548,3,"Dear all humble request to you please do not buy Moto g 60
You will get somany technical problems
Phone will stucking and screen will off automatically
I am giving 0 rating for this mobile"
10549,5,Very good
10550,5,"Best Design
Best battery backup
Best camera
High ultra resolution video shoot + high resolution camera
Best User Interface ..."
10551,5,Best for budget gaming super battery backup seamless display with 120 hz video capturing auto focus issue hope they will clear it by software update
10552,5,Best performance and nice selfie camera. All good .best smartphone ever
10553,5,Very nice camera. Best processing speed. Display is best .
10554,4,"Best phone ,give flagship feeling and not like cheap phone like mi and oppo"
10555,5,"Best Phone in this price range.. don't compare with Realme, readme or any other just for it..."
10556,5,Best price best performance
10557,5,Very nice
10558,5,Very nice product. Made in India.
10559,5,Very good phone
10560,4,Best mobile with best performance and good camera at this price…
10561,5,"Very nice mobile phone 👍RC BOSS SHARMA
Moto g60 ....RAM-6GB
ROM-128GB
BATTERY 6000mah
Mean camera 108 megapixel
Front camera 32 megapixel
Lovely 🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹"
10562,5,Beautiful mobile for this range... Amazing Choice
10563,5,Best Quality
10564,5,Very good
10565,5,Best phone under 20000
10566,3,Decent phone
10567,5,Best
10568,4,Very heating mobile..
10569,5,Performance not so good
10570,5,Best Phone in this price....
10571,5,Very bad product
10572,5,Really worth of money 💵 i use it only for calling and i thing i charge it after2-3 days. so batry backup dam good
10573,3,Best but more money
10574,4,Very bad ..... please don't parches....
10575,5,Very good product..but little laghu in game like COD
10576,5,We purchased this for a pure android experience and this Moto phone is providing this all right.
10577,3,Very nice 👍
10578,5,"Best phone in this price,
Camera 5*
Battery 5*
Look 5*
Performance 5*"
10579,4,Best
10580,3,Best in budget phone. Only drawback is that mobile is little heavy
10581,5,Best in price
10582,4,Performance and battery is good but camera is not so good
10583,5,Really bad in camera and other functions
10584,5,Very bad
10585,5,Heating problem while charging
10586,5,"Performance gd, bt not comfortable for small hands"
10587,3,Very nice product full satisfaction and very smooth.
10588,5,Feel free with this phone due to large battery life & camera also
10589,3,Very poor quality performance
10590,4,Received Refurbished Mobile with threadbare box.
10591,4,Bed product
